,price
74664,26900
108804,67900
73559,167900
20026,234900
29598,28000
19163,69900
69278,31900
115983,188800
76657,155500
45780,19700
53935,45900
68200,10000
49700,42000
57605,11000
25740,211300
77097,15900
579,4995
112698,13999
86596,77690
5052,33900
4217,17900
73092,25444
21002,77000
101183,139900
43066,38900
98120,45700
82949,17900
7695,16800
93540,72901
97931,77000
10324,121100
15641,36900
92638,45900
38574,103110
48780,47500
68413,4290
2901,29400
43254,39999
50715,28900
38911,19900
9404,7400
3398,44900
97233,34900
12993,27900
22138,69999
101386,14900
8635,79900
79203,44990
37779,67900
103373,17900
18112,18500
24795,20800
93529,74900
78175,77900
21553,75900
27866,94900
14831,18900
7626,6999
67996,41900
5163,39900
71291,50000
59744,199900
85710,12500
62570,158582
15944,22500
114704,44500
105029,139850
44832,38900
85086,155900
111007,12900
8632,112990
58024,144900
109793,27900
72908,90000
98740,34999
4081,4700
997,14999
36165,5800
115939,159900
26512,32000
13401,33900
37770,63900
66741,23900
51177,77000
15766,32900
116404,39900
116974,69500
65310,5900
1238,15900
76907,5500
60278,79999
111198,86900
43125,10900
74019,48900
13772,47333
55087,150000
52602,23800
69024,73900
70600,16999
27681,89000
6829,24990
1548,13900
76830,124900
76013,34900
77349,26000
54810,49700
15017,16900
95183,46390
46687,175000
54792,24900
104658,69000
13495,34900
17122,6999
34687,565900
49644,36500
2569,28000
26817,18700
78923,40900
69139,74999
43727,49900
96781,73000
100266,116620
7442,12999
58567,17900
27640,47900
71081,55900
90335,53900
89579,94500
87844,39900
85187,32900
111284,67900
51973,39900
113046,61900
74579,55900
82054,52000
111075,24900
4570,15900
13861,62300
79408,42700
113205,38900
59887,239000
115401,69900
97584,13500
49183,52900
56195,27900
8026,11200
57294,411000
17213,239900
13047,11500
26046,23900
2127,32500
105342,36500
73640,13300
64605,67500
1071,8900
21194,361863
51005,12800
36523,12900
16773,189900
68210,8900
20069,209900
95090,19950
83027,17900
38512,65900
108952,61900
29529,22500
93753,24900
92654,54900
52914,24900
29007,83500
57938,169900
64089,30600
95991,44800
26787,25900
101765,12900
72419,67395
62766,143490
96983,78890
99052,63900
38608,149900
63662,6800
40630,35900
11919,10490
55998,65900
48018,82720
17411,36000
97808,27500
28221,59000
38971,26900
55420,170970
70995,35900
1216,16950
48791,30999
61187,309900
12917,32500
58833,16900
67968,51000
69800,49900
55870,184900
77970,39900
93473,89900
71591,36400
54727,29999
114260,43000
26241,15500
102825,54900
37629,149900
45406,11000
99084,134900
56779,79000
12586,34000
14198,8900
111646,6900
97311,26800
30601,119000
107364,18999
76506,98900
62677,141200
36778,18900
90587,38900
15613,40900
91902,32500
73189,36900
50854,34900
43247,189900
45604,141800
111447,152600
44840,22000
32794,171800
12672,29900
76270,6900
102013,24900
66530,9900
99923,79900
81509,19900
80808,23900
90605,27900
49811,28900
105931,14990
42383,35900
16366,38500
78664,123552
10442,41600
111470,23900
41954,9900
96024,57700
72880,77900
46778,95000
109479,36900
2612,26450
28968,99000
81028,112900
96903,83990
41642,71500
36319,6400
109108,49900
73547,184900
96942,76500
46185,32900
72456,131900
90123,42900
26567,18900
49415,27900
96294,41500
19579,96900
104999,49999
10916,13900
75904,32900
16908,129900
41401,113000
61776,399000
84511,41900
46508,47900
115797,100000
39987,14500
89885,28000
3668,54900
14146,21900
41825,31900
93876,55900
102459,61990
18060,111500
94381,96418
23163,291000
22541,293700
34949,319900
22548,301900
102070,90000
81385,15800
46646,43500
109893,79900
15523,51900
72497,106900
87266,84250
48399,17900
32508,42000
106346,131900
23479,739084
47840,34900
91038,83100
92798,112500
82381,12900
94858,16900
54445,119900
54632,29900
54993,16900
50180,2500
50357,9900
91641,56900
28211,48000
12878,23900
90926,61900
21075,215000
63463,5900
64984,19900
106408,26900
65620,73900
111346,161002
102239,30999
54386,164300
113415,8900
246,33900
64145,38990
115516,223860
6993,17700
84823,60990
45098,20900
23347,419900
60061,13700
9396,15000
51723,137000
107025,59500
99804,143800
25965,12000
79828,113000
103007,38900
91540,45900
28297,62900
49322,45900
66430,28900
4158,4900
86608,20900
43981,52999
2211,66500
87310,97800
70457,15000
58665,17900
18795,19000
44411,179000
100263,137999
41133,69900
45932,30900
64640,73800
91588,34900
52566,35900
102609,29500
6304,47900
96270,49700
2429,17700
66700,33900
76580,94990
15175,10900
108406,47500
38221,69999
2919,29900
21013,184900
24929,19990
107586,13600
23415,596610
84759,72100
17814,317900
85375,89990
37669,29900
21835,298780
56382,41999
106306,15500
1545,16900
78586,74600
100842,36900
13880,66500
5567,111150
74342,49900
46210,38900
83783,17900
36520,13500
109276,48900
61901,429000
97056,72490
16712,66900
82332,96600
111151,13999
26614,21900
98771,26900
99759,66900
77512,57900
75507,52900
98676,7700
95230,8999
79150,29900
8543,33999
106770,93800
77299,12500
54836,35500
92899,132900
7051,23900
48216,16999
67241,16400
83397,45000
88439,161400
51930,35900
8123,19900
59571,185999
13856,84900
111403,149000
105348,26900
8372,19000
109729,21900
24631,15300
107841,15900
71914,121770
48195,7500
31088,290600
21634,204680
85516,26555
6381,33900
43573,117900
71714,135900
22537,320300
12092,11499
68409,11500
4274,26500
73746,15900
72272,64800
86812,2999
3228,43900
81601,104900
44844,35900
15901,27300
29160,306100
110722,14900
27202,17500
106165,6900
20672,183147
4764,18900
16611,63900
72630,93850
57974,154900
43556,99990
95993,48900
48413,17900
94513,82900
76447,114900
61286,122700
59180,30900
116063,114900
112930,89900
22454,173000
100723,124900
83357,14600
113956,36500
76662,170400
56271,71999
25418,33800
111024,19800
111957,19900
58525,28500
80453,86900
63960,37500
15546,26900
83265,17900
95578,159800
109064,48900
23811,450800
116663,179900
79968,85900
66877,15999
84061,22000
65928,28900
48124,8900
50689,23900
113018,43800
34355,226900
72325,72900
90760,68000
73131,16800
116059,103000
96021,39900
75983,41900
102954,42900
48455,16000
8841,76875
73590,122900
54361,82990
47029,8500
63611,14500
57612,18900
50254,11000
41538,109900
36909,13900
40476,40000
14875,18400
71422,14000
19241,119799
78159,61900
98187,70000
22942,237000
13910,41700
41528,68900
114331,41500
27764,109900
23266,59900
11011,6999
26137,13500
63588,17400
85754,17300
95185,39999
50412,5999
106102,7300
88376,171800
45312,13900
100414,99057
94219,55900
29371,11500
48593,14900
12423,39900
31058,286000
109767,22900
109802,86999
86496,12300
110047,105000
63374,44900
88312,58800
70934,18900
98223,93800
51484,87900
65618,59900
92960,165000
35774,347214
25137,42900
65330,39700
116821,26900
78910,27900
94803,18800
63919,46500
16924,112900
77581,82900
39736,5500
67707,59040
86679,7000
20528,279900
5155,37500
9049,68700
78386,85100
95033,87900
95897,47700
29917,34000
77815,82900
84694,66200
107396,51900
18614,20400
7395,11500
80083,79900
63839,17900
113717,5999
108378,35500
77800,68799
26932,15100
34529,323400
19439,123900
12842,26500
89075,8400
82628,37900
28028,58900
54406,148900
37882,54900
65116,29900
4990,8000
84526,46000
27641,54900
70026,44500
43365,104900
51907,46999
69513,7700
23146,43900
58378,15900
98458,6000
53711,70800
104056,24900
4065,4990
104115,37900
99041,29900
35621,105799
96050,45800
66436,24900
106556,34900
110250,25800
26328,5900
59540,199900
49513,45900
97413,125890
21108,449900
76123,88950
37637,70000
43449,122900
37136,23500
112757,57900
89452,27500
35387,49900
77681,50000
89952,39500
66116,25800
28439,95817
10238,49900
114954,22900
104639,62500
70295,23600
30804,45900
18809,28900
6280,30000
59715,138900
16431,88800
72580,125000
94909,15900
3766,49077
22260,56500
96641,89900
37960,44800
107481,44900
11151,13000
117313,229900
105300,35000
88764,18500
50790,31900
40337,16500
82361,36500
25838,72500
113062,74900
2968,29999
21015,179998
77706,61900
42923,54900
109803,76999
80661,8900
39379,47900
105027,84500
70272,14000
17760,37900
81247,39900
10819,55900
45368,12900
109826,98000
74374,39800
16326,29000
31682,147500
81843,21900
75163,18900
71490,39000
31312,139900
73302,88900
67986,45900
63682,13950
103743,12878
56522,54900
44020,29800
100391,184100
15304,20500
110252,28900
5298,48000
59511,133900
77042,20900
95673,22950
30024,22500
37019,34499
9880,17500
1561,16900
14701,9800
98094,57600
9972,24900
41976,5500
90278,33500
100040,69900
47299,18900
75691,49900
6341,33900
49196,27000
15449,36000
34244,139900
117254,144900
34129,71900
10769,107990
37307,23700
102909,42900
52206,5500
21119,439900
7466,34900
49933,71990
55319,195299
28940,236900
45568,49077
55081,119500
11451,13999
59553,218300
76979,18300
761,26999
111162,22900
93123,92900
39874,6800
71488,46900
55425,35670
6215,23900
6267,51800
77736,59900
42006,7900
8151,18950
29049,312100
83589,6900
36681,17900
39450,199900
21032,99900
81948,35700
106446,73100
53587,92900
11391,5000
76200,6800
33003,129900
90265,44990
57504,49900
80852,21500
107131,48900
115738,249900
81787,33900
26136,11400
6631,54900
21091,128000
76654,188000
99226,79900
76086,35999
20656,100000
33415,159980
84854,25700
72366,71500
63371,47100
33101,122000
73933,14300
5285,37900
20702,219000
27912,136900
6153,19900
9824,25500
92870,65900
65205,89000
15002,22900
116358,119900
91881,25900
32136,234900
90204,47000
55714,69900
87049,44000
13285,29900
44158,190000
54322,107100
73120,19100
109010,68000
20012,144900
76638,191450
55371,12300
4434,17900
46489,66500
85350,46371
86463,12500
28492,294200
18839,27900
37088,21900
51025,23900
8292,32900
96676,112800
65913,103320
33431,316600
10369,69900
61218,259900
108102,11900
108645,166900
42142,16500
36010,19999
100862,149900
13201,23900
66262,17500
66660,10900
45822,13900
107269,18900
50705,23900
106164,13000
48053,67900
102725,31900
86096,10900
100428,25800
5892,74400
3249,65900
32717,129900
109723,27900
82993,14900
74023,32900
87104,110400
99963,135900
113014,45900
15226,19900
77833,53799
87757,62900
103209,13000
50304,11000
102419,27900
12635,10600
38457,150000
87495,44900
100666,109900
117612,269000
22868,376000
12603,36500
28758,199500
83167,15900
53519,79900
11080,7400
112037,35000
47467,22500
50360,6399
78361,67500
68170,9500
25442,70000
56329,117957
59762,249900
804,12900
68631,19999
23322,345000
51691,187500
29562,26500
56864,199900
34494,462000
40716,34900
87081,44000
41684,61999
56854,238900
114825,76700
107468,49900
57523,349000
17900,229900
33066,56900
50323,8500
23465,299900
38317,57100
5489,62900
37974,38900
85900,38500
23122,247000
47112,8900
91541,43900
34137,56000
12054,18900
28945,99999
55876,149999
52802,26900
100187,138999
99960,131990
81256,20300
83071,14900
7826,13900
110847,8900
39180,203390
34272,159000
76460,131900
109283,60900
110806,79900
31438,305400
94216,28900
56631,133900
109750,48900
2032,27500
50443,41000
11009,9900
112416,17900
20016,289900
11506,51500
56749,84993
10117,68900
117291,269000
88873,114200
59494,85000
33727,31900
87617,19500
12816,38996
91952,24999
55413,313650
106665,149350
28848,79900
40283,11900
102462,52490
14205,21999
81741,14500
42114,7600
99969,76999
15019,31500
80045,92600
11490,88900
87232,77370
24041,159900
53772,77900
117300,130000
39277,36585
105416,38900
36336,7900
77253,22000
43081,17800
63038,88800
9174,7900
47495,24900
108590,52900
44129,169000
114159,57900
14672,21900
12501,124850
65369,68500
108108,9899
72650,88900
54451,105000
88460,183600
103244,9000
62765,128900
34208,96000
70748,12500
66777,24900
66963,33900
6368,52000
52680,37900
34626,25900
27295,23600
110230,29900
16737,189900
2216,53000
103177,5000
53051,18900
33790,38900
105877,15900
56683,149999
27949,65700
60299,38900
2495,29700
111244,98500
59053,27900
45308,24700
116134,77900
65109,23500
110423,161500
46586,89900
78324,94900
64349,33598
24352,109000
63318,54900
71131,29999
42461,14900
57075,245877
46492,77900
10272,69900
34093,79999
95092,21900
81276,29700
7435,12000
32378,422539
1928,35900
79769,26000
43854,44900
4095,6400
92276,54900
13220,18800
79058,46900
64221,43800
24034,89900
39827,32000
36775,14900
10623,42000
27655,50000
23597,249900
67442,84900
29178,357600
63440,3900
67806,59900
14228,8900
50680,18500
37490,16999
109673,31800
91634,37900
37278,29999
43642,120000
35014,549190
69116,176100
14941,15500
73737,19400
56246,74900
5301,42900
28353,41900
19860,79999
55819,98500
21134,409850
20244,325898
19709,75500
36062,6900
11450,16800
35689,132458
72426,77900
57160,211000
103083,123500
37472,39999
17920,277900
58592,6900
110203,22900
7760,14500
40016,20900
84443,39000
41385,104998
94776,15950
92710,40900
89267,19500
6603,56900
64823,10900
27870,79999
83982,22900
47788,8500
104873,59900
9666,28800
17127,8500
27116,45900
21240,395505
1764,46900
6038,29900
44471,149900
66965,23900
43480,86900
104753,89899
15109,20900
36961,8900
37910,44900
13717,60000
79778,35900
55084,173900
5771,89900
6957,20920
53824,101000
110101,22900
105290,41500
98620,16900
7528,74900
69731,45900
35157,284000
113968,52500
8214,28999
21220,656900
95752,57900
98265,15200
95107,26000
63673,19500
113419,8900
67821,81900
2164,27999
107054,82900
103829,8900
51578,139000
50627,21400
71347,16900
10203,112320
37483,23500
61451,32900
112052,23500
67211,26000
69796,54900
5713,76900
11314,11800
15705,47900
57994,124562
51971,30500
31160,155000
38823,30900
32855,143500
4703,20900
16063,41900
112731,74900
77151,33900
74415,22500
114773,114900
42496,22900
54434,197413
90513,39900
96483,92496
67312,23400
60619,59900
92202,47500
10965,11999
74154,57900
1228,15000
74607,47900
117691,234900
52463,25700
61356,114882
31934,29800
117296,169000
19360,76900
111144,28500
37798,67900
89015,45900
108628,34900
109423,49900
43613,120710
73437,125000
28638,281500
59002,44900
72560,97900
21290,178900
24911,19900
34981,535050
55875,119000
100184,149500
109534,31900
114878,48900
68252,10500
58495,15900
56492,419000
40987,115799
31855,31600
117828,154500
21539,169322
113743,19900
83490,50900
63021,82000
74060,64900
56782,119999
105749,7400
26506,23900
10762,57900
19587,48000
82207,11900
114344,154998
55625,31365
39060,16900
57296,453000
93182,137100
47040,6999
102797,34900
109143,98800
61873,305000
18672,23900
12091,22900
80396,65900
65153,31900
11511,114000
89706,94095
31065,300861
80368,115620
37064,26800
95006,82990
51808,39700
51246,115799
21831,2000
96187,42900
62719,133400
41444,53000
81318,14800
93126,115000
3204,69900
55186,88000
91481,37700
87705,23900
59927,79000
33663,25600
7582,9400
102900,73998
70397,18900
45334,15700
9550,24900
2231,38000
38149,44900
75512,40900
6576,49900
58015,194400
16728,184900
94612,68000
115606,22900
16258,33500
90898,119900
28593,195649
60360,18850
86673,7900
89949,42900
98724,9900
96961,78001
106792,5600
96606,99900
45895,25999
103859,48900
112118,15900
60007,282364
68651,32999
116706,171000
112395,18999
43885,47900
19037,19900
114585,39000
108491,45000
109655,24900
40833,134900
64945,123899
13208,23900
65663,67800
105489,61900
29483,10700
30717,88900
24928,11500
57871,52900
8535,11900
103617,12800
58156,3699
84179,25999
97055,74490
50101,113900
7854,17900
105975,17999
112928,64900
97718,9900
62373,16500
54495,197451
108557,34000
69122,98000
24896,16900
114821,87900
32820,174000
12655,17000
96272,37990
18243,9999
91000,79800
13424,29600
73403,68880
23112,100860
28067,99900
20763,88900
42391,20900
7870,6900
8648,93900
112313,76334
57545,254900
38926,16400
88695,12299
2591,31900
87063,84800
5006,19999
95352,15990
18567,36900
72035,5700
72885,49900
59433,231600
98339,12800
108088,15999
15740,31500
91349,9990
39156,66300
11696,4400
63703,14800
64039,44300
82055,19900
44336,149700
69518,10999
60905,309900
6007,52900
95150,53214
94822,18900
2773,24800
10026,153500
44779,25500
28368,70000
114678,67000
103017,36800
34091,82900
34421,303000
117040,189800
26271,12900
50243,14900
98124,53900
11044,11999
117620,148500
106251,14000
56807,251600
75589,39799
33284,267900
109414,32900
57770,11900
114263,36900
64749,38500
61283,274900
56885,248000
117427,148500
30711,169800
35683,45900
97759,26000
28445,106518
10705,50900
40975,89900
61596,575000
20134,317400
24218,176900
5056,30900
91056,86000
48174,10900
50232,12700
113519,31900
115275,88900
2611,23900
84615,9900
29360,15900
27196,28000
89816,97900
101379,36900
95961,56000
46696,134999
24963,13999
83668,22900
65579,81000
94414,63900
104997,59900
16686,117700
48532,17000
58708,12900
87320,90200
55832,74990
45100,16700
11971,24000
59773,78500
65244,29900
50812,64900
78977,36900
56224,25777
11005,13900
41264,69900
7551,47970
117716,148500
36255,7900
65728,28290
91508,40000
86034,65000
117718,149900
108508,40900
66696,34900
94562,86490
76886,17700
86951,39899
45175,11800
